"lon","lat","sampleid","SecondaryLabel","PLOTID","EMAIL","Confidence","ConfidenceReasoning","LC2000","ForestType2000","NonForestType2000","CropType2000","LC2018end","forestChangeEvent","Change1year","ChangeType1","DegradationDriver1","LossDriver1","SecondForestChangeEvent","Change2year","ChangeType2","DegradationDriver2","LossDriver2","ThirdForestChangeEvent","Change3year","ChangeType3","DegradationDriver3","LossDriver3","morethan3forestchanges","DescribeExtraChanges","ForestType2018","NonForestType2018","CropType2018","mixedLCpixel"
124.1818922,9.769313462,58,"","58","","LabelPerennial-MapNONFOREST","Most of the images are covered with clouds and half of the plot is agricultural area that causes the NDFI and NDVI values","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","perennial crop","unsure","Not Measured"
124.1827006,7.536281329,920,"","920","","LabelPerennial-MapREF1","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
124.1918635,7.181626455,162,"","162","","LabelPerennial-MapNONFOREST","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","yes"
124.1932109,7.036907862,971,"","971","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","grassland","","no"
124.1986008,7.731125914,396,"","396","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
124.2045297,6.745314721,931,"","931","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
124.2083026,8.186302268,415,"","415","","LabelPerennial-MapDEF23","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
124.2101891,9.976554798,125,"","125","","LabelPerennial-MapNONFOREST","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","perennial crop","coconut / other palm","Not Measured"
124.2171959,13.88746022,991,"","991","","no","","forest","mangrove forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
124.2185434,6.800830606,498,"","498","","","","","stable non forest","","","","","","",""," cashew",NA,"","","","148198299","","",""," cashew","","",NA,"","N/A non-forest entire time",""," rambutan durian),fruit trees (mango"
124.2212384,7.300473567,523,"","523","","no","none","forest","mangrove forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","mangrove forest","","","no"
124.2457624,6.824546129,484,"","484","","no","Mixed pixel (Annual crop and open/barren))","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","yes"
124.2492658,7.320685661,72,"","72","","no","none","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","annual crop","","Not Measured"
124.262471,7.187285841,202,"","202","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
124.265705,6.571221219,505,"","505","","no","none","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
124.2678609,6.752052086,294,"","294","tgisorena@yahoo.com","","Based in NDFI loss in 2003, then recovery in succeeding years, 2013 loss again the area planted to perennial","forest","inland forest","","","non-forest","yes","2003","Deforestation","","Unsure","yes","2006","Reforestation",NA,"","yes","2013","Deforestation",NA,"Conversion of forests (plantations, agroforestry, fishpond)","no",NA,"","perennial crop","coconut / other palm","no"
124.2708254,6.202552626,321,"","321","","no","Need to check if indeed this is non forest from 2000","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
124.2848391,9.818361477,621,"","621","","no","none","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","open/barren","","no"
124.290229,7.187016346,449,"","449","","no","none","non-forest","","grassland","grassland","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","yes"
124.2937324,8.4485205,175,"","175","","LabelPerennial-MapNONFOREST","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","yes"
124.3053207,13.59236365,840,"Deforestation","840","","no","none","non-forest","","grassland","grassland","non-forest","yes","2003","Degradation","Settlement","","no",NA,"","","","",NA,"",NA,"","","","","built-up","","no"
124.3177174,6.967917249,10,"","10","","no","farm land","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","annual crop","","Not Measured"
124.3182564,6.649374649,221,"","221","","no","","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","open/barren","","no"
124.3309227,6.158355515,433,"","433","","LabelPerennial-MapMulti","none","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
124.3309227,7.609853351,659,"","659","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
124.3311922,9.631601729,722,"","722","","","","","Reforestation","","","","","","",""," cashew",NA,"","","","21821578","","",""," cashew","","",NA,"","N/A non-forest entire time",""," rambutan durian),fruit trees (mango"
124.3328091,8.066107683,459,"","459","","no","plot have some trees but still cannot be considered forest","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","yes"
124.3419719,9.86148061,965,"","965","","",""," rice paddies"," coconut,,148198299,stable non forest,No,,NA,,,built up area","","","medium","stable non forest",NA,"","","non-forest","built-up","","","stable non forest","stable nonforest","N/A non-forest entire time",NA,"yes","","","","","non-forest","stable non forest","148198299",""
124.3446669,8.192500644,191,"","191","","no","","forest","inland forest","","","non-forest","yes","2016","Deforestation","","Unsure","no",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
124.3635315,7.536011834,465,"","465","","LabelPerennial-MapREF23","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
124.386708,8.381146854,129,"","129","","LabelPerennial-MapDEF1","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","perennial crop","coconut / other palm","Not Measured"
124.3907505,6.124938186,667,"","667","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
124.4055727,6.428389089,305,"","305","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
124.4131185,12.30633549,518,"","518","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
124.4163524,12.6591039,417,"","417","","LabelPerennial-MapREF1","none","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
124.4300967,8.239392702,495,"","495","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
124.4325221,12.43919632,145,"","145","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","inland forest","","","Not Measured"
124.4387205,9.932896675,542,"","542","","no","","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
124.4414154,12.36265986,398,"","398","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
124.4578546,10.95455065,908,"","908","","no","none","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
124.4740243,7.36003187,439,"","439","","no","mix of shrubland and barren","non-forest","","shrubs","shrubs","non-forest","yes","2015","Reforestation","","","no",NA,"","","","",NA,"",NA,"","","","","shrubs","","yes"
124.4791447,7.883659849,865,"","865","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
124.4912719,7.210462375,85,"","85","","no","none","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","annual crop","","Not Measured"
124.5012432,11.35717556,709,"","709","","no","","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","open/barren","","no"
124.5044772,8.492178623,658,"","658","","no","","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","open/barren","","no"
124.5101366,12.14733368,960,"","960","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
124.5168739,7.779365445,922,"","922","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
124.5203774,6.155121579,536,"","536","leizeldelacruz@gmail.com","high","","forest","inland forest","","","non-forest","yes","2007","Deforestation","","Unsure","no",NA,"",NA,"","",NA,"",NA,"","",NA,"","shrubs","","no"
124.5290012,11.40029469,510,"","510","","no","","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
124.5419369,8.407018334,555,"","555","","no","none","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","open/barren","","no"
124.5489438,12.09963314,743,"","743","","LabelPerennial-MapNONFOREST","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
124.5494828,9.909989636,338,"","338","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
124.5756237,7.096196671,989,"","989","","LabelPerennial-MapDEF23","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
124.5793967,6.119009305,805,"","805","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
124.5831696,12.41763675,714,"","714","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
124.5966443,8.458222305,163,"","163","","LabelPerennial-MapNONFOREST","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","banana","yes"
124.6163174,8.098447034,61,"","61","","no","","non-forest","","open/barren","open/barren","forest","yes","2011","Reforestation","","","yes","2012","Reforestation",NA,"","yes","2015","Reforestation",NA,NA,"yes","increase images of trees from 2012 to 2019","inland forest","","","Not Measured"
124.6168564,8.226726456,645,"","645","","no","the plot falls on the river","non-forest","","other (leave in note)","other (leave in note)","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","other (leave in note)","","no"
124.6179344,12.24974162,586,"","586","","no","","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
124.6200903,8.359048298,770,"","770","","LabelPerennial-MapNONFOREST","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
124.6214378,7.532508405,923,"","923","tgisorena@yahoo.com","medium","It is beside a stream","forest","inland forest","","","forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,"","",NA,"inland forest","","","yes"
124.6338346,12.48042899,997,"","997","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
124.6411109,6.715939811,21,"","21","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","grassland","","Not Measured"
124.6443449,12.3006761,259,"","259","","LabelPerennial-MapDEF23","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
